county_fips_code,country,date,min_temperature_air_2m_f,avg_temperature_air_2m_f,max_temperature_air_2m_f,min_humidity_relative_2m_pct,avg_humidity_relative_2m_pct,max_humidity_relative_2m_pct,min_humidity_specific_2m_gpkg,avg_humidity_specific_2m_gpkg,max_humidity_specific_2m_gpkg
32017,US,7/17/2020,70.6,81.7,91.4,11,14,18,3.1,4,4.8
6027,US,7/17/2020,73.6,83.7,92.7,7,13,18,2.8,3.8,4.7
49045,US,7/17/2020,77.4,89.5,100.7,6,12,21,3.1,4,5.2
32003,US,7/17/2020,79.7,92,101.2,11,15,21,4.7,5.4,6.3
32027,US,7/17/2020,70.4,86.5,100.6,8,16,26,4.1,4.8,5.8
4013,US,7/17/2020,81.9,97.1,109,13,19,26,5.5,7.6,9.7
32033,US,7/17/2020,57.3,74.4,87.5,8,16,27,3,3.5,4
6071,US,7/17/2020,77.7,92,104.4,14,18,27,4.8,6.3,7.7
32023,US,7/17/2020,60.9,78.4,91.9,8,15,28,2.6,3.7,4.4
32011,US,7/17/2020,64,79.7,94.7,8,17,28,3.4,4.2,4.8
32015,US,7/17/2020,64,77.8,89,10,15,29,2.6,3.8,4.6
49053,US,7/17/2020,67.5,77.4,85.9,12,21,29,2.8,5.1,6.6
49001,US,7/17/2020,62.8,77.7,89.8,10,17,29,2.9,4.2,5.1
32009,US,7/17/2020,66.2,82.5,97.2,6,15,30,2.9,3.9,4.9
4015,US,7/17/2020,72.2,88.9,102.2,8,17,30,3.8,5.3,6.4
32013,US,7/17/2020,61.9,82.6,98.3,7,16,30,3.5,4.1,5.3
56029,US,7/17/2020,59.5,69.3,79.2,14,23,31,3.9,4.5,5.6
32001,US,7/17/2020,62.4,74.1,85,10,20,31,3.4,4.6,5.7
4012,US,7/17/2020,74.6,93.9,107.2,14,21,31,5.5,7.7,10.7
16023,US,7/17/2020,62.7,71.5,82.7,13,21,32,3.4,4.4,6
56019,US,7/17/2020,71.6,84.6,96.4,8,16,33,3.2,4.6,7.2
56025,US,7/17/2020,70.6,81.8,91.4,10,19,33,3.6,5.1,6.8
32031,US,7/17/2020,71.1,86.4,100.7,10,20,33,4.8,5.9,6.8
56017,US,7/17/2020,60.2,77.9,91.6,9,19,34,3.6,4.5,5.9
16031,US,7/17/2020,60.9,70.6,78.8,20,26,34,4.1,5.5,6.9
32021,US,7/17/2020,63.3,77,90.8,7,21,34,2.9,4.9,7.2
56003,US,7/17/2020,62.7,80.3,95,9,19,34,3.6,4.7,6.7
16071,US,7/17/2020,62.2,75.5,86.6,13,24,35,4.4,5.5,6.8
49055,US,7/17/2020,65.7,83.5,97.1,11,21,35,4.7,5.8,7.1
4021,US,7/17/2020,84,94.1,102.9,16,24,35,7.3,8.7,9.9
49057,US,7/17/2020,63.8,79.1,91.1,12,22,35,4,5.4,7.1
49041,US,7/17/2020,61.3,71.4,80.8,18,26,36,4.9,5.6,7.6
56009,US,7/17/2020,69.9,83.4,96,8,20,36,3.7,5.4,7.1
16025,US,7/17/2020,57.2,69.1,79.6,18,27,36,4.3,5.2,5.9
32019,US,7/17/2020,64.6,82.4,99.4,8,21,37,4.2,5.5,6.5
56041,US,7/17/2020,61.3,73.2,83.9,14,23,37,4.1,5.1,6.3
16039,US,7/17/2020,64.2,74.1,83.5,19,28,37,4.8,6.1,7.6
8013,US,7/17/2020,67,75.3,84.1,22,30,37,6,7.1,8
49005,US,7/17/2020,58.4,67.5,76.5,16,26,37,3.6,4.7,6.1
49035,US,7/17/2020,72.4,86.6,98.8,10,21,37,4.9,6.2,8
6065,US,7/17/2020,73.3,86.2,98.1,15,25,37,5.3,7.2,9.2
49017,US,7/17/2020,62.6,76.6,90.4,13,26,38,5.1,6,7.3
48011,US,7/17/2020,77.3,89.7,102.3,15,27,38,7.4,9,11
32007,US,7/17/2020,57.3,78.6,94.8,11,22,38,4.2,5.2,6.7
16077,US,7/17/2020,62.5,76.8,91.7,15,28,39,4.9,6.6,9
56031,US,7/17/2020,66.5,83.1,98.2,8,22,39,3.9,5.7,7.2
49019,US,7/17/2020,69.8,82.2,94.7,12,26,40,5,7,8.6
49023,US,7/17/2020,64.1,82,98.1,6,17,40,2.7,4.1,6
49027,US,7/17/2020,63.9,83.5,100.8,7,18,40,3.3,4.6,6
49049,US,7/17/2020,67,83.5,99.4,9,22,40,4.1,5.7,7.2
56043,US,7/17/2020,61.9,81.4,96.3,8,20,41,3.2,5,7.3
8069,US,7/17/2020,61.4,68.9,78,19,30,41,5.2,6,6.8
49031,US,7/17/2020,58.1,70.9,81.6,17,26,41,3.7,5.3,6.1
49007,US,7/17/2020,63.1,75.6,87.7,16,26,41,5,6.1,7.5
49003,US,7/17/2020,66.5,80.5,91.3,26,33,41,6.2,8.9,12.6
48045,US,7/17/2020,77,89,100.3,17,29,41,7.9,9.4,11.2
48191,US,7/17/2020,78.6,92.4,105.3,16,29,42,8.6,10,12.3
56013,US,7/17/2020,59.5,77.7,93.6,12,26,42,4.9,5.9,7
16087,US,7/17/2020,64.5,74.1,82.6,21,32,42,5.9,6.7,7.5
49025,US,7/17/2020,64.5,81.6,96.3,11,24,43,4.3,6,7.3
41045,US,7/17/2020,64.4,78.6,91.9,11,26,43,4.1,5.8,7.1
16037,US,7/17/2020,56.7,68.7,80.6,16,27,43,4.2,5.1,6.3
49015,US,7/17/2020,64.4,77.1,88.1,15,27,44,5,6.4,7.4
